"","meses_no_local_alocado","churn","idade","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","pop_ocupada_2019","var_taxa_ocupacao","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"528",67,"permanece",34,"Não",0,1,"SIM",5.29850746268657,1.3134328358209,1.15671641791045,NA,"Nordeste",174465,"GP",11216.08,78,15808,-5.35519210157918,471.72,3.18,39.029,5.1,2236.673,7.144,4.167,431
"529",36,"migrou",40,"Sim",0.75,1,"NÃO",8,1.47222222222222,1,NA,"Nordeste",53356,"MP",7021.51,139,4129,44.552187931594,312.35,2.3,5.097,4.3,1962.033,13.72,1.715,326
"530",67,"migrou",30,"Não",0,1,"SIM",6.7910447761194,1.17910447761194,1,NA,"Nordeste",53356,"MP",7021.51,139,4129,44.552187931594,312.35,2.3,5.097,4.3,1962.033,13.72,1.715,326
"531",35,"migrou",35,"Não",0,1.47058823529412,"NÃO",7.02857142857143,0.971428571428571,1,NA,"Nordeste",53356,"MP",7021.51,139,4129,44.552187931594,312.35,2.3,5.097,4.3,1962.033,13.72,1.715,326
"532",67,"migrou",41,"Não",0,1,"SIM",8.98507462686567,1,1,NA,"Nordeste",43261,"PP-II",6063.8,87,2779,68.0321821716436,464.58,0,21.235,4.5,6392.177,8.954,1.791,175
"533",1,"migrou",34,"Não",0,1,"NÃO",9,1,1,1,"Nordeste",43261,"PP-II",6063.8,87,2779,68.0321821716436,464.58,0,21.235,4.5,6392.177,8.954,1.791,175
"534",67,"migrou",36,"Não",0,1.97014925373134,"SIM",9.56716417910448,2.83582089552239,1.57425373134328,1.36194029850746,"Sudeste",22675,"PP-II",22278.73,123,4603,-1.39060193830096,691.35,7.72,4.303,4.2,925.547,8.612,8.612,207
"535",3,"migrou",38,"Não",0,1,"NÃO",5,2,1,1,"Sudeste",3909,"PP-I",14004.8,145,502,65.0533237715402,920.31,65.2,0,NA,7749.699,0,50.075,149
"536",36,"migrou",52,"Não",0,1,"NÃO",7.94444444444444,4.84722222222222,3.08333333333333,NA,"Sudeste",6233,"PP-I",16538.34,117,776,7.29518836690345,839.1,52.74,0,NA,1605.554,33.156,49.735,394
"537",6,"migrou",35,"Não",0,1,"NÃO",7,1,2,NA,"Sudeste",5795,"PP-I",11772.11,62,645,2.17871439401983,895.89,74.55,17.103,NA,3890.296,0,17.244,322
"538",20,"migrou",33,"Não",0,1,"NÃO",14.05,3,2,2,"Sudeste",4541,"PP-I",9756.76,103,425,35.5068654960945,895.14,55.15,0,NA,1911.542,21.048,0,200
"539",66,"migrou",37,"Não",0,1,"SIM",7.74242424242424,2.68371212121212,1.68295454545455,1.13636363636364,"Sudeste",11095,"PP-I",13910.66,48,1442,14.4587480690107,558.58,96.56,0,NA,867.54,17.495,17.495,191
"540",22,"migrou",36,"Não",0,1,"NÃO",6,3.52272727272727,1.02272727272727,1,"Sudeste",8048,"PP-I",8689.49,74,500,14.8438169170916,771.03,37.86,35.549,NA,3400.385,11.869,11.869,271
"541",47,"migrou",32,"Não",0,1.68085106382979,"SIM",4.82978723404255,1.5531914893617,1.1063829787234,NA,"Sudeste",17272,"PP-I",13075.84,84,1739,28.5747573003987,717.56,100,16.783,NA,1475.032,11.181,27.952,746
"542",19,"migrou",35,"Não",0,1,"NÃO",5,1.13157894736842,1,1.36842105263158,"Sudeste",5666,"PP-I",14175.91,168,472,-3.08030891334811,1019.05,0,0,NA,12430.163,0,38.095,166
"543",14,"migrou",33,"Não",0,1,"NÃO",5,1.78571428571429,1,NA,"Sudeste",10167,"PP-I",34967.04,204,1330,20.3934767759285,886.72,93.74,9.751,NA,1279.69,9.758,9.758,128
"544",29,"migrou",51,"Não",0,1,"NÃO",6.82758620689655,5.07931034482759,4.38275862068966,1.96206896551724,"Sudeste",3244,"PP-I",15118.1,71,567,41.6168310727497,1342.22,0,0,NA,3327.687,29.129,0,301
"545",22,"migrou",33,"Não",0,1,"NÃO",7.09090909090909,2,1,1.51818181818182,"Sudeste",17151,"PP-I",18093.82,92,2364,16.1623057981965,602.92,82.18,22.723,NA,3039.645,5.682,22.73,198
"546",10,"migrou",32,"Não",0,1,"NÃO",7.2,1.8,1,1,"Sudeste",17151,"PP-I",18093.82,92,2364,16.1623057981965,602.92,82.18,22.723,NA,3039.645,5.682,22.73,198
"547",2,"migrou",37,"Não",0,1,"NÃO",6,1,1,0.5,"Sudeste",14246,"PP-I",12274.44,69,1483,-11.9329919519021,598,76.34,0,NA,3054.256,6.893,34.464,430
"548",5,"migrou",37,"Não",0,1,"NÃO",8,9,2,1,"Sudeste",6627,"PP-I",43145.81,151,647,23.2900631556194,900.03,0,0,4.1,1304.088,14.474,43.422,668
"549",10,"migrou",55,"Não",0,1,"NÃO",4,1,1,0.25,"Sudeste",6562,"PP-I",17914.16,113,909,31.8124282783322,1005.69,6.89,0,NA,3129.541,14.384,14.384,423
"550",44,"migrou",40,"Não",0,1,"SIM",9.5,2.56818181818182,1,1,"Sudeste",31240,"PP-II",17024.44,89,6171,4.41239252207187,505.82,58.5,15.152,3.6,3571.137,6.063,9.094,348
"551",2,"migrou",38,"Não",0,2,"NÃO",4,3,1,1.5,"Sudeste",2605,"PP-I",12645.4,110,376,6.34044816502092,1329.65,50.26,37.994,5,10056.773,38.212,38.212,173
"552",8,"migrou",35,"Não",0,1,"NÃO",5,5.55,2,1.5,"Sudeste",3341,"PP-I",13263.13,43,437,-8.19327731092434,1050.39,73.59,0,5.8,6600.258,56.18,56.18,387
"553",66,"migrou",38,"Não",0,1,"SIM",6.53030303030303,1.1969696969697,1.12121212121212,NA,"Sudeste",7117,"PP-I",15522.56,88,1022,57.5354915431498,664.61,79.01,26.469,NA,3362.196,13.303,39.91,241
"554",13,"migrou",39,"Não",0,1,"NÃO",24.3846153846154,6.69230769230769,3.01923076923077,2.15384615384615,"Sudeste",8163,"PP-I",10334.3,129,759,42.4543683068681,813.82,0,45.081,NA,1511.111,0,11.227,372
"555",72,"permanece",31,"Sim",0.833333333333333,1,"SIM",7.29577464788732,3.98943661971831,1.11267605633803,NA,"Sudeste",4409,"PP-I",11541.94,119,402,17.7638624552546,972.15,66.45,21.863,NA,3416.618,196.937,21.882,374
"556",66,"permanece",34,"Não",0,1,"SIM",5.71212121212121,1.28787878787879,1.13977272727273,NA,"Sudeste",131621,"GP",17783.76,83,25258,-2.67024671800144,713.16,75.11,6.999,5.6,99.143,0.784,7.841,99
"557",33,"migrou",75,"Não",0,1,"NÃO",6.42424242424242,1.21212121212121,1.06060606060606,NA,"Sudeste",131621,"GP",17783.76,83,25258,-2.67024671800144,713.16,75.11,6.999,5.6,99.143,0.784,7.841,99
"558",21,"migrou",42,"Não",0,1,"NÃO",6.90476190476191,3.0952380952381,2.14285714285714,1,"Sudeste",5434,"PP-I",14471.15,116,789,26.0404549349997,838,62.62,0,NA,4403.289,0,19.944,119
"559",72,"permanece",38,"Sim",3.16666666666667,2.88059701492537,"SIM",17.6363636363636,8.51515151515152,3.59848484848485,3.74242424242424,"Sudeste",30443,"PP-II",9953.4,108,3673,12.2894599322249,512.6,2.6,6.326,NA,5320.015,3.162,6.324,688
"560",28,"migrou",30,"Não",0,1,"NÃO",5.10714285714286,3.60714285714286,1.03571428571429,1,"Sudeste",7366,"PP-I",5988.47,77,569,57.3807764329041,603.91,14.53,9.679,NA,4689.415,29.005,19.337,554
"561",67,"permanece",41,"Não",0,1.31818181818182,"NÃO",3.60919540229885,3.02873563218391,1.81149425287356,NA,"Sudeste",6222,"PP-I",14355.37,150,803,39.082699797418,331.03,0,58.677,NA,6254.163,14.611,29.223,385
"562",32,"migrou",32,"Não",0,1,"NÃO",7,2.25,1,1.140625,"Sudeste",8478,"PP-I",27679.74,207,814,13.2363596535571,859.71,73.72,24.879,NA,2436.118,25.091,37.636,445
"563",45,"migrou",39,"Não",0,1,"SIM",6.06666666666667,2.53888888888889,1.1,1,"Sudeste",5081,"PP-I",8419.15,107,387,25.3482355888089,806.27,0,0,4.3,8283.559,16.736,16.736,602
"564",26,"migrou",36,"Não",0,1,"NÃO",8.42307692307692,2.86538461538462,1.51730769230769,NA,"Sudeste",93073,"MP",32749.86,49,27260,-17.1523414437593,965.52,78.22,8.259,NA,1977.971,3.112,14.524,443
"565",35,"migrou",48,"Não",0,1,"NÃO",6.4,5.45428571428571,5.40428571428571,1.25714285714286,"Sudeste",2142,"PP-I",13564.41,157,299,43.5504832563656,2098.9,46.21,0,NA,5466.538,0,94.922,112
"566",40,"migrou",35,"Não",0,1.7,"NÃO",10.0344827586207,3.13793103448276,1,1,"Sudeste",13690,"PP-I",28225.37,87,2773,0.185189251626213,783.15,85.53,6.56,NA,3284.878,19.865,26.487,674
"567",67,"migrou",34,"Não",0,1,"SIM",5.38805970149254,1.46268656716418,1.05223880597015,NA,"Sudeste",6055,"PP-I",12565.19,86,542,4.16359683605539,821.85,56.28,66.105,4.6,869.33,33.118,49.677,436
"568",35,"migrou",41,"Não",0,1.11428571428571,"NÃO",11.5128205128205,3.23589743589744,1.97948717948718,NA,"Sudeste",65150,"MP",10454.01,101,6127,16.5991653875672,519.84,14.65,13.286,3.8,2342.178,4.436,2.957,613
"569",5,"migrou",39,"Não",0,1,"NÃO",7,1,2,0.5,"Sudeste",24007,"PP-II",9879.42,119,2053,70.9696830001495,750.88,45.78,27.569,NA,3820.131,35.566,15.807,690
"570",72,"migrou",34,"Sim",2.41666666666667,1.03448275862069,"NÃO",8.95,1.475,1.2,1.35,"Sudeste",46801,"PP-II",32032.45,135,14109,21.5215349070206,979.06,67.73,6.322,4.6,2296.961,10.296,8.237,400
"571",32,"migrou",31,"Não",0,1,"NÃO",9.3125,1,1.25,1,"Sudeste",20835,"PP-II",15699.45,83,2476,12.9570532079198,693.03,49.63,20.077,4,2243.034,5.018,5.018,340
"572",66,"permanece",38,"Não",0,1,"SIM",5.78787878787879,1,1,NA,"Sudeste",20414,"PP-II",17038.25,85,3385,5.44380112165972,627.99,76.27,9.609,NA,865.676,4.826,4.826,333
"573",19,"migrou",37,"Não",0,1,"NÃO",7,2.15789473684211,1.97368421052632,1.40789473684211,"Sudeste",8687,"PP-I",53399.08,169,2253,-10.0683161628054,1155.74,68.94,0,NA,1383.497,26.734,80.203,848
"574",56,"migrou",51,"Não",0,1.64285714285714,"SIM",19.0898936170213,6.71702127659574,3.52127659574468,1.45212765957447,"Sudeste",12721,"PP-I",15869.95,86,3463,-1.61810733448866,550.72,92.61,7.804,3.7,5531.315,15.717,31.434,339
"575",31,"migrou",34,"Não",0,1,"NÃO",18.4588709677419,6.50806451612903,3.16129032258065,1.5,"Sudeste",12721,"PP-I",15869.95,86,3463,-1.61810733448866,550.72,92.61,7.804,3.7,5531.315,15.717,31.434,339
"576",72,"permanece",40,"Não",0,1,"SIM",6.30985915492958,3.38204225352113,1.41549295774648,1.23239436619718,"Sudeste",12721,"PP-I",15869.95,86,3463,-1.61810733448866,550.72,92.61,7.804,3.7,5531.315,15.717,31.434,339
"577",19,"migrou",35,"Não",0,1,"NÃO",4.94736842105263,2.05263157894737,1,1,"Sudeste",14003,"PP-I",25931.01,109,4462,-4.00275294226593,745.53,47.92,14.939,4,1270.693,7.502,7.502,170
"578",8,"migrou",44,"Não",0,1,"NÃO",11.5,3,1,1,"Sudeste",20170,"PP-II",24764.56,83,3070,19.0643683396078,816.33,73.54,9.47,5,3960.81,28.573,9.524,630
"579",72,"permanece",49,"Sim",1.66666666666667,4.82089552238806,"SIM",6,1.04545454545455,1,1,"Sudeste",27635,"PP-II",14373.9,112,3641,46.9737394138929,543.14,28.8,37.066,NA,1945.782,3.704,7.408,397
"580",72,"permanece",38,"Sim",4.41666666666667,3.82089552238806,"SIM",7.97014925373134,1.56194029850746,1.07462686567164,1.02985074626866,"Sudeste",27635,"PP-II",14373.9,112,3641,46.9737394138929,543.14,28.8,37.066,NA,1945.782,3.704,7.408,397
"581",67,"permanece",38,"Não",0,1.86567164179104,"SIM",8.04,3.3064,2.59,NA,"Sudeste",35038,"PP-II",19675.1,53,5938,8.23062776670213,636.43,60.65,29.448,3.5,1232.254,2.449,4.897,608
"582",68,"migrou",29,"Não",0,1.84375,"NÃO",6.83870967741935,1.98387096774194,1.21774193548387,NA,"Sudeste",35038,"PP-II",19675.1,53,5938,8.23062776670213,636.43,60.65,29.448,3.5,1232.254,2.449,4.897,608
"583",46,"migrou",34,"Não",0,1,"SIM",7.21739130434783,1.1304347826087,1.22826086956522,1.02173913043478,"Sudeste",8179,"PP-I",36203.96,182,1410,62.4658340716516,995.07,76.21,0,NA,630.197,23.378,11.689,234
"584",34,"migrou",42,"Não",0,1,"NÃO",5.08823529411765,2.07352941176471,1.35294117647059,1,"Sudeste",5707,"PP-I",12032.4,105,725,26.553574224183,738.09,90.76,0,NA,4560.81,15.103,15.103,366
"585",66,"migrou",36,"Não",0,1.13636363636364,"NÃO",4,2.02666666666667,1.24666666666667,NA,"Sudeste",13920,"PP-I",17040.57,51,3807,17.5125887154937,672.96,84.09,31.9,NA,3292.279,6.434,12.868,140
"586",67,"migrou",40,"Sim",2.16666666666667,2.86567164179104,"SIM",12.0263157894737,2.72039473684211,2.32697368421053,1.62960526315789,"Sudeste",17446,"PP-I",12035.64,105,1466,10.7998690185067,482.75,57.02,45.607,NA,2417.511,17.099,39.897,328
"587",22,"migrou",31,"Não",0,1,"NÃO",9.68181818181818,2.45454545454545,2.04545454545455,1,"Sudeste",11610,"PP-I",16015.29,138,2370,13.5334098074783,574.5,91.62,18.541,NA,3284.266,18.491,27.737,256
"588",66,"migrou",40,"Não",0,1,"NÃO",9.890625,4.4375,2.046875,NA,"Sudeste",9048,"PP-I",20285.76,175,1845,35.688303670406,560.72,68.93,0,NA,1250.242,55.685,44.548,185
"589",67,"permanece",52,"Não",0,1,"SIM",18.1791044776119,3.44776119402985,1.83582089552239,1.37313432835821,"Sudeste",18765,"PP-I",22757.71,88,2506,51.7365907477891,725.81,67.25,25.545,5.2,693.652,10.322,30.965,433
"590",11,"migrou",48,"Não",0,1,"NÃO",7,3,1.90909090909091,1,"Sudeste",11007,"PP-I",10241.42,88,1150,-2.79775151708091,625.7,88.08,28.525,4.5,6666.526,0,19.022,358
"591",2,"migrou",38,"Não",0,1,"NÃO",1,1,3,NA,"Sudeste",329794,"GP",12982.73,122,30760,-6.11275375694602,423.4,70.01,22.696,4,3289.852,0.604,3.021,35
"592",43,"migrou",37,"Não",0,1,"NÃO",8,1.58139534883721,1,NA,"Sudeste",329794,"GP",12982.73,122,30760,-6.11275375694602,423.4,70.01,22.696,4,3289.852,0.604,3.021,35
"593",20,"migrou",34,"Não",0,1,"NÃO",6,1.85,1.05,NA,"Sudeste",329794,"GP",12982.73,122,30760,-6.11275375694602,423.4,70.01,22.696,4,3289.852,0.604,3.021,35
"594",39,"migrou",32,"Não",0,1,"NÃO",7,1,0.974358974358974,NA,"Sudeste",329794,"GP",12982.73,122,30760,-6.11275375694602,423.4,70.01,22.696,4,3289.852,0.604,3.021,35
"595",67,"permanece",51,"Sim",2.41666666666667,1,"NÃO",5.11940298507463,2.11940298507463,1,NA,"Sudeste",329794,"GP",12982.73,122,30760,-6.11275375694602,423.4,70.01,22.696,4,3289.852,0.604,3.021,35
"596",46,"migrou",45,"Não",0,1.4047619047619,"NÃO",14.7777777777778,5.44444444444444,3.37037037037037,NA,"Sudeste",329794,"GP",12982.73,122,30760,-6.11275375694602,423.4,70.01,22.696,4,3289.852,0.604,3.021,35
"597",18,"migrou",32,"Não",0,1,"NÃO",16.0555555555556,4.27777777777778,3,2,"Sudeste",5429,"PP-I",9103.89,129,376,29.3520552021197,826.9,39.6,0,NA,2170.381,18.021,36.043,144
"598",56,"migrou",32,"Não",0,1,"NÃO",5.23214285714286,2,1,NA,"Sudeste",14532,"PP-I",46537.97,99,3103,55.3114664265179,926.41,0,8.121,4.8,2590.337,16.272,8.136,327
"599",46,"migrou",40,"Não",0,1,"NÃO",6.73913043478261,4.41847826086957,2.8070652173913,2.27717391304348,"Sudeste",3386,"PP-I",34351.6,48,533,16.7127224898156,1243.18,0,0,NA,3823.845,56.386,28.193,476
"600",67,"permanece",35,"Não",0,1,"SIM",9.44776119402985,5.74626865671642,3.30970149253731,NA,"Sudeste",129380,"GP",22458.6,109,22199,29.9964905227837,444.14,64.03,13.202,5.1,2270.405,0.738,2.954,18
"601",23,"migrou",43,"Não",0,1,"NÃO",6.78260869565217,3.60869565217391,2.47826086956522,NA,"Sudeste",129380,"GP",22458.6,109,22199,29.9964905227837,444.14,64.03,13.202,5.1,2270.405,0.738,2.954,18
"602",31,"migrou",42,"Não",0,1,"NÃO",4.58064516129032,3.38709677419355,2,NA,"Sudeste",129380,"GP",22458.6,109,22199,29.9964905227837,444.14,64.03,13.202,5.1,2270.405,0.738,2.954,18
"603",47,"migrou",40,"Não",0,1.29787234042553,"NÃO",9.74468085106383,5.74468085106383,4.5531914893617,NA,"Sudeste",129380,"GP",22458.6,109,22199,29.9964905227837,444.14,64.03,13.202,5.1,2270.405,0.738,2.954,18
"604",23,"migrou",35,"Não",0,1,"NÃO",9.78260869565217,5.39130434782609,3,NA,"Sudeste",129380,"GP",22458.6,109,22199,29.9964905227837,444.14,64.03,13.202,5.1,2270.405,0.738,2.954,18
"605",25,"migrou",32,"Não",0,1,"NÃO",20,6,5.4,2.4,"Sudeste",8458,"PP-I",11749.08,141,677,27.0427625857665,510.99,0,24.549,4.2,719.71,12.326,12.326,302
"606",19,"migrou",30,"Não",0,1,"NÃO",3.26315789473684,2,1,NA,"Sudeste",12788,"PP-I",9813.64,103,1468,95.5592613637415,611.38,44.45,34.211,NA,3528.068,6.84,6.84,357
"607",48,"migrou",36,"Não",0,1,"SIM",4,3.36458333333333,1.07083333333333,0.6,"Sudeste",3747,"PP-I",10444.42,97,394,-31.669690410016,1090.91,0,0,3.3,10752.91,100.73,25.183,323
"608",36,"migrou",32,"Não",0,1,"NÃO",11.6388888888889,5,2.55555555555556,2.61111111111111,"Sudeste",20973,"PP-II",33866.44,95,5038,-11.8909115996169,1638.81,99.29,15.196,NA,299.132,5.1,15.3,764
"609",44,"migrou",34,"Não",0,1,"SIM",6.70454545454545,1,1.90340909090909,NA,"Sudeste",4713,"PP-I",12701.64,67,333,1.37643694789374,750.78,98.8,0,NA,3311.508,57.471,57.471,270
"610",10,"migrou",31,"Não",0,1,"NÃO",8.6,2.16,1.5,1,"Sudeste",7375,"PP-I",27599.8,44,1394,-0.504019370460043,862.08,41.54,11.92,4.3,1608.169,0,14.445,376
"611",33,"migrou",32,"Não",0,1.90909090909091,"NÃO",4.71428571428571,6.76190476190476,1.96825396825397,NA,"Sudeste",13024,"PP-I",6436.59,98,585,17.4561489502896,506.59,0,0,4.5,6382.971,7.753,15.505,676
"612",4,"migrou",33,"Não",0,1,"NÃO",0,2.875,1,0.5,"Sudeste",4133,"PP-I",11846.45,93,413,9.70053416218428,881.15,72.59,0,NA,9755.488,0,23.906,414
"613",37,"migrou",32,"Não",0,1,"NÃO",14.0810810810811,8.62162162162162,5.21621621621622,2.64864864864865,"Sudeste",6197,"PP-I",12048.6,136,593,86.6268336445438,659.77,25.45,15.497,NA,4976.797,46.318,0,316
"614",67,"permanece",32,"Não",0,1,"SIM",2.11940298507463,2.56716417910448,1.13432835820896,1,"Sudeste",5103,"PP-I",12729.11,138,483,54.6045882963446,764.1,38.64,0,NA,6228.674,18.9,0,325
"615",30,"migrou",34,"Sim",1.5,1,"NÃO",14.0666666666667,12.3333333333333,7.1,2.03333333333333,"Sudeste",4008,"PP-I",22939.14,309,414,7.37819814915623,1005.45,100,0,NA,2492.755,47.517,0,366
"616",67,"migrou",37,"Não",0,1.46268656716418,"NÃO",11.4324324324324,3.05405405405405,1.31081081081081,1.92432432432432,"Sudeste",11801,"PP-I",49503.29,218,3467,179.709078989512,1366,99.26,43.17,NA,2907.875,26.103,8.701,402
"617",25,"migrou",38,"Não",0,1,"NÃO",9.36,11.39,3.88,1.493,"Sudeste",3387,"PP-I",12342.63,115,432,42.3891013052839,1253.01,44.79,64.309,6.3,4538.293,64.123,32.062,382
"618",18,"migrou",30,"Não",0,1.5,"NÃO",6.44444444444444,1,2.25,NA,"Sudeste",7883,"PP-I",34604.9,179,939,20.6191503822584,1120.89,0,30.864,NA,2608.478,30.586,30.586,351
"619",9,"migrou",33,"Não",0,1,"SIM",9,6,3.11111111111111,1.5,"Sudeste",3826,"PP-I",12934.43,82,355,14.8920027464289,849.71,0,0,NA,4520.003,73.296,97.728,418
"620",36,"migrou",39,"Não",0,1,"NÃO",7.16666666666667,1.75,1,NA,"Sudeste",28895,"PP-II",76394.5,120,7109,6.84007707180224,935.94,65.15,18.544,5.6,296.344,6.253,18.759,259
"621",37,"migrou",36,"Não",0,1,"NÃO",9.37837837837838,1.72972972972973,1,NA,"Sudeste",28895,"PP-II",76394.5,120,7109,6.84007707180224,935.94,65.15,18.544,5.6,296.344,6.253,18.759,259
"622",65,"permanece",40,"Não",0,1,"SIM",5.95384615384615,2.69230769230769,1.04807692307692,NA,"Sudeste",25470,"PP-II",27344.87,134,5092,27.2218013010235,945.96,100,19.742,4.5,818.759,3.96,7.92,632
"623",4,"migrou",60,"Não",0,1,"NÃO",3.75,2,1,NA,"Sudeste",103365,"GP",26436.28,32,30475,-3.59226419316981,457.8,73.64,14.712,4.8,1972.752,1.75,3.501,286
"624",67,"permanece",44,"Não",0,1,"SIM",3.88059701492537,2.23880597014925,1,NA,"Sudeste",103365,"GP",26436.28,32,30475,-3.59226419316981,457.8,73.64,14.712,4.8,1972.752,1.75,3.501,286
"625",39,"migrou",43,"Não",0,1,"NÃO",7.07692307692308,1.07692307692308,1,1.17948717948718,"Centro-oeste",27674,"PP-II",45009.97,103,7563,3.01994008779101,914.4,20.11,3.884,NA,1444.092,7.864,11.797,457
"626",20,"migrou",44,"Não",0,1,"NÃO",13,2.55,2.0025,2.65,"Centro-oeste",46803,"PP-II",20073.8,72,6109,13.8177174314219,1075.69,15.43,16.712,4,2617.569,4.186,4.186,139
"627",67,"migrou",35,"Sim",0.916666666666667,1.64179104477612,"NÃO",4.76785714285714,1.47321428571429,0.9375,NA,"Centro-oeste",21613,"PP-II",22410.56,106,2504,31.0079277038548,630.7,24.53,36.542,4.1,4341.285,16.321,20.402,324
"628",67,"permanece",31,"Não",0,2.64179104477612,"SIM",6.45348837209302,3.09302325581395,1.55988372093023,NA,"Centro-oeste",11579,"PP-I",50569.27,78,2401,-8.49934840866055,1017.48,55.02,8.423,4.7,3399.14,8.41,16.819,382
"629",72,"permanece",49,"Sim",1.75,3.53731343283582,"NÃO",10.125,4.67890625,2.17890625,1.875,"Centro-oeste",96268,"MP",24960.26,39,17207,18.7211705294282,1306.56,52.03,17.05,4.7,6064.933,6.317,5.415,429
"630",67,"permanece",57,"Não",0,4.1044776119403,"SIM",8.94936708860759,2.31898734177215,1.4379746835443,1.4379746835443,"Centro-oeste",96268,"MP",24960.26,39,17207,18.7211705294282,1306.56,52.03,17.05,4.7,6064.933,6.317,5.415,429
"631",66,"permanece",34,"Não",0,1,"SIM",9.33333333333333,4.12878787878788,3.36212121212121,NA,"Centro-oeste",23981,"PP-II",22873.01,113,3937,20.3167563845761,763.29,38.11,19.159,5,2574.827,3.851,19.255,239
"632",23,"migrou",41,"Não",0,1,"NÃO",7.95652173913043,3.04347826086957,2.52173913043478,1,"Centro-oeste",21522,"PP-II",15571.19,120,3505,48.6625479035185,450.5,20.51,8.572,3.8,1785.428,8.708,8.708,426
"633",53,"migrou",38,"Sim",0.25,1,"SIM",3.15873015873016,1.61904761904762,0.920634920634921,NA,"Centro-oeste",6799,"PP-I",67013.9,114,1125,94.220004165063,1447.54,14.49,0,4.7,861.818,27.522,27.522,275
"634",46,"migrou",31,"Não",0,2.21739130434783,"SIM",3.18877551020408,4.76989795918367,2.6140306122449,NA,"Centro-oeste",50457,"MP",34781.92,100,11717,0.950151647280308,1030.71,40.9,18.222,5.5,238.855,3.7,7.4,359
"635",10,"migrou",30,"Não",0,1.7,"NÃO",6.22222222222222,3.16666666666667,1.38888888888889,1,"Centro-oeste",21822,"PP-II",70478.72,152,4966,-15.9117216701304,1096.46,9.51,4.57,5.4,199.772,4.695,4.695,120
"636",51,"migrou",33,"Não",0,1.6078431372549,"SIM",8.88048780487805,4.18384146341463,1.78932926829268,NA,"Centro-oeste",92017,"MP",34797.86,158,15087,18.4836887286708,632.3,53.35,48.635,4.6,3297.873,4.392,6.587,315
"637",38,"migrou",30,"Não",0,1.97297297297297,"NÃO",5.63636363636364,1.92613636363636,1,1,"Centro-oeste",12859,"PP-I",20713.24,38,1527,6.25247547026805,860.4,64.07,11.675,3.8,172.155,29.277,17.566,454
"638",35,"migrou",44,"Não",0,1.17142857142857,"NÃO",6.28571428571429,2.84,1.19928571428571,NA,"Centro-oeste",37601,"PP-II",62232.64,83,9766,-17.3343041524968,1001.44,23.96,13.328,4.6,405.255,5.43,8.146,158
"639",37,"migrou",41,"Não",0,1.86486486486486,"NÃO",6.91666666666667,4.55555555555556,1.61111111111111,1,"Centro-oeste",8142,"PP-I",353505.22,51,1852,28.6022471632127,2123.69,0,30.633,4.4,388.009,30.698,0,399
"640",22,"migrou",35,"Não",0,1,"NÃO",3.5,3.45454545454545,1,NA,"Centro-oeste",29403,"PP-II",36994.39,63,5774,13.432687170428,615.07,26.48,20.019,4.2,923.826,2.889,2.889,165
"641",52,"migrou",50,"Não",0,1.29166666666667,"SIM",4,2.53333333333333,1.33333333333333,NA,"Centro-oeste",29403,"PP-II",36994.39,63,5774,13.432687170428,615.07,26.48,20.019,4.2,923.826,2.889,2.889,165
